Genes,Bersenev, Chambers, Flach, Norddahl, Wahlestedt, Grover, Kirshner, Kowalczyk, Mann, Lazare, Maryanovich, Sun
Lancl3,0.330472088,0,0.128425716,0.807780786,0.371718198,0.00097363,0,0,0,0.463998504,-0.475687025,0.99498307
Orc1,-0.246281413,-0.135681024,-0.548579938,-0.704196953,-0.62248066,0,0,0,0,-0.251640026,-0.022380379,-0.563700906
Camsap2,-0.097617307,0,-0.117227721,-0.334309679,-0.044559807,0,0,0,0,0.174152979,-0.901782828,-1.094929103
Gca,0.532433732,-0.084602796,0.248688765,0.812625738,1.034380531,0.034152977,0,0,0,0.402128078,0.161183564,0.569054713
Jag1,0.259286993,0.020432457,0.23116408,0.479410831,0.956329882,0,0,0,0,0.22462981,1.725039504,1.016698859
Cdkl2,0.203643738,-0.323038096,0.091371999,0.301112226,0.699824409,0,0,0,0,-0.439121202,3.830197357,1.543083839
Sh3bgrl2,0.512872121,0.201851904,-0.125669299,0.701204011,0.756157583,0,0,0,0,0.084343326,0.472751041,1.185401277
Oas2,-0.386269592,-1.536840397,-0.131820861,-0.421245178,-0.995650852,0,0,0,0,-0.054355606,-1.502760413,-0.916394609
Card10,-0.025836178,0.504451768,0.24240797,0.860493285,0.793359016,0,0,0,0,0.045483029,1.081061267,0.702163252
Pawr,0.046162929,1.944110751,0.290654333,0.564471212,0.688328982,0,0,0,0,-0.103194692,0.874880073,0.927754997
Arhgef26,0.429484136,0,0.11738205,0.655584654,1.232144767,0,0,0,0,-0.000949786,1.080503421,1.392011066
Btnl9,-0.071589543,0,0.431037643,-0.480420866,-0.75819733,0,0,0,0,-0.376181089,-0.432025458,-0.774591883
Isl1,0.377125381,0.355663538,0.434438998,1.29897187,1.286606239,0,0,0,0,-0.025365001,1.881736769,0.909824038
Gimap7,-0.37500282,-0.016547124,-0.893907907,-0.461051908,-0.837174566,0,0,0,0,-0.740152109,-1.305927813,-0.954585499
Armcx4,-0.279369272,-1.55422784,0,-1.125812595,-0.945554301,0,0,0,0,-0.208175786,0.08673284,-1.010200352
Rasl11b,-0.07332261,0.574912634,-0.309267197,-0.477766484,-0.877895998,0,0,0,0,-1.178530587,-1.13516499,-1.056011006
Ffar2,1.203177311,0.202912074,0.631721149,1.212306345,1.593889346,0.306020865,0.001743293,0,0,0.644818802,0.88053346,0.628367103
6030498E09Rik,-0.205913313,0,-0.194344834,-0.921224595,-2.212249343,0,0,0,0,2.447964576,-0.884999163,-1.438937205
Rassf10,0.140271582,0,0.139578266,0.624148532,0.795404741,0,0,0,0,0.130789464,4.487505583,3.678409345
